n02708093,n04548280,n03196217,n03089624,n03271574
n02917067,n02788148,n04200800,n03220513,n04005630
n03196217,n04149813,n02988304,n03841143,n04152593
n03041632,n02966687,n03476684,n04154565,n03481172
n03630383,n01943899,n03958227,n04479046,n04584207
n03814906,n02999410,n03595614,n03532672,n03223299
n04435653,n03047690,n04120489,n04200800,n03476684
n02233338,n02219486,n04228054,n01773797,n01773549
n02814860,n03220513,n04347754,n04286575,n03933933
n01531178,n01981276,n01828970,n01978287,n01843383
n03662601,n03344393,n04347754,n03216828,n03095699
n07880968,n01943899,n03485794,n07614500,n07697537
n04487081,n03417042,n04335435,n03032252,n04461696
n07613480,n02776631,n02948072,n03775546,n07720875
n03126707,n03388043,n04509417,n03532672,n03272010
n01807496,n01797886,n01806567,n04270147,n01955084
n02011460,n02033041,n02013706,n09256479,n01532829
n02074367,n01943899,n01968897,n01498041,n02895154
n04462240,n04296562,n06874185,n04589890,n03782006
n02871525,n03661043,n03089624,n03461385,n06596364
n04200800,n07718472,n02236044,n02256656,n02206856
n03041632,n04589890,n03876231,n04332243,n04033901
n04591157,n04350905,n02883205,n02963159,n04479046
n03065424,n03271574,n03220513,n02788148,n04523525
n02138441,n02137549,n02094258,n02094114,n02441942
n04562935,n01440764,n03775071,n03775546,n03776460
n04589890,n04590129,n04201297,n03457902,n03347037
n02093991,n02095570,n02090721,n02105641,n02098105
n03887697,n15075141,n03814639,n02834397,n02909870
n02111889,n03938244,n02120079,n02114548,n04209239
n03018349,n02791270,n03938244,n03089624,n02791124
n02133161,n02480855,n02483708,n02104365,n02105056
n03388183,n01819313,n04033901,n02006656,n02120079
n02102040,n02088238,n02107574,n02107908,n02089867
n04347754,n01440764,n03775071,n03775546,n03776460
n04428191,n02950826,n04465501,n03393912,n04037443
n01871265,n02504013,n02504458,n01704323,n02408429
n04557648,n03825788,n04070727,n03983396,n15075141
n02088364,n02099712,n02099849,n02113023,n02090379
n02128385,n02128925,n02130308,n02129604,n02128757
n04200800,n04423845,n03938244,n03124043,n02701002
n04399382,n04026417,n04423845,n04116512,n03908618
n02106166,n02086910,n02113186,n02096585,n02087046
n02115641,n02105412,n03000134,n01877812,n02085620
n07718472,n03461385,n04597913,n03089624,n07716358
n03938244,n03871628,n04033995,n07579787,n03485794
n03598930,n03871628,n03938244,n03291819,n03887697
n03724870,n04356056,n04153751,n03424325,n04423845
n03584829,n04606251,n04347754,n03933933,n02066245
n02128925,n02128385,n02128757,n02130308,n01440764
n04037443,n04465501,n03967562,n04252225,n04467665
n02096294,n02094258,n02096177,n02097658,n02098286
n02086646,n02085782,n02102177,n02102318,n02102480
n03884397,n04487394,n03494278,n02672831,n03759954
n02776631,n02807133,n03598930,n03223299,n09835506
n03658185,n02783161,n04579432,n03388183,n04141327
n02342885,n02364673,n02443114,n02883205,n02096177
n02281406,n07753275,n01775062,n02177972,n02206856
n07930864,n03201208,n03443371,n04542943,n01669191
n07613480,n03775546,n07614500,n07932039,n07930864
n03773504,n04008634,n02950826,n06874185,n04044716
n02966687,n04141327,n03255030,n04040759,n04041544
n04347754,n02814860,n03673027,n04606251,n03933933
n03314780,n02877765,n03657121,n03676483,n03690938
n02165456,n02169497,n03598930,n04399382,n02206856
n03930313,n03028079,n04005630,n03877845,n02825657
n03761084,n02979186,n04392985,n04041544,n03529860
n01917289,n02319095,n02346627,n03887697,n01872401
n04204347,n04204238,n03961711,n04336792,n03207941
n07831146,n07579787,n01440764,n03775546,n03776460
n02690373,n04592741,n07930864,n02917067,n04037443
n12144580,n07718472,n13133613,n07753275,n07716358
n04200800,n04443257,n02791270,n02776631,n03032252
n02877765,n04019541,n03584254,n01440764,n03775071
n04423845,n02992529,n03803284,n02795169,n04118776
n03804744,n04141327,n03658185,n03291819,n04118776
n03126707,n04141076,n02804610,n03240683,n03838899
n01560419,n02484975,n01694178,n02493509,n02226429
n02268853,n02264363,n02236044,n04589890,n02268443
n03691459,n03584254,n02979186,n02978881,n04392985
n03476991,n03623198,n03595614,n02807133,n03980874
n01917289,n02454379,n02364673,n02363005,n02137549
n02085620,n02087046,n02113712,n02104029,n02101556
n03598930,n02412080,n03220513,n04417672,n04033995
n03954731,n04118776,n03291819,n03481172,n04200800
n07831146,n07579787,n03314780,n04263257,n03937543
n03584254,n03691459,n04447861,n03887697,n04009552
n04033995,n02009912,n02002556,n02006656,n03220513
n03804744,n01784675,n06785654,n04589890,n03485794
n02128385,n02124075,n02128925,n02128757,n02127052
n01530575,n02025239,n02027492,n02033041,n02226429
n03000134,n03223299,n03899768,n03930313,n03649909
n04409515,n07749582,n03942813,n07747607,n04493381
n04429376,n03028079,n04344873,n04200800,n02699494
n02120505,n02120079,n02085620,n02396427,n02119789
n02808440,n04493381,n03920288,n01776313,n04209239
n02134084,n02102318,n02108915,n02510455,n02105505
n02110958,n02091467,n02112137,n01883070,n02112350
n06874185,n03933933,n02930766,n04335435,n03393912
n03476991,n06785654,n03179701,n03937543,n04116512
n02102040,n02101388,n02102177,n02102318,n03803284
n03452741,n04515003,n04344873,n03854065,n04004767
n02860847,n02916936,n03938244,n03763968,n04033995
n03661043,n03690938,n03461385,n04443257,n03916031
n02102040,n02102177,n02102318,n02101556,n02101388
n04004767,n04487394,n04116512,n03938244,n03761084
n04579432,n03476684,n03658185,n04153751,n02783161
n03598930,n04548362,n07248320,n03223299,n02092339
n01990800,n01770393,n02177972,n01768244,n04423845
n02825657,n03028079,n03903868,n02980441,n04486054
n03063599,n07930864,n02791270,n03938244,n03770679
n02106166,n02111277,n02099267,n04033995,n02098286
n04141076,n04536866,n02804610,n04200800,n03884397
n07717556,n07720875,n07747607,n01943899,n07753592
n02443114,n03598930,n01917289,n02363005,n02444819
n03000134,n02980441,n03782006,n02788148,n03388043
n02977058,n07248320,n03777754,n04152593,n03871628
n02795169,n02909870,n04423845,n04154565,n03995372
n01776313,n01773549,n01774384,n01990800,n01770081
n03457902,n03877845,n03991062,n03220513,n02708093
n03884397,n01440764,n03775546,n03776460,n03777568
n04019541,n04116512,n03944341,n03476684,n02808440
n03938244,n04200800,n04404412,n04120489,n04344873
n04067472,n04332243,n03208938,n03733805,n04442312
n02325366,n02326432,n02328150,n01877812,n02127052
n03623198,n03938244,n03908618,n04254777,n04235860
n02988304,n03476684,n03133878,n04049303,n02909870
n01742172,n01744401,n03908618,n02783161,n03388183
n01955084,n01943899,n01986214,n01944390,n01917289
n02002556,n02002724,n02012849,n02006656,n02051845
n07754684,n01917289,n07714990,n04399382,n02168699
n02174001,n02219486,n02165105,n02177972,n02190166
n02793495,n03457902,n03220513,n03930313,n04613696
n02095889,n02105641,n02098105,n02098286,n02097047
n02484975,n02486261,n02490219,n01817953,n02488702
n02112018,n02096294,n02098286,n02097658,n02099601
n04548280,n02877765,n09229709,n04153751,n02794156
n04141975,n02791270,n03207941,n04479046,n04209239
n02643566,n04589890,n01968897,n02319095,n09256479
n03773504,n04008634,n04266014,n03032252,n03388183
n04141975,n04517823,n03642806,n04553703,n03271574
n03933933,n03899768,n04366367,n04081281,n02788148
n07930864,n04332243,n04554684,n02895154,n02808440
n02791270,n03255030,n04200800,n04296562,n04069434
n13040303,n03445777,n13054560,n02319095,n12998815
n03938244,n04033995,n04591157,n03887697,n03908618
n06596364,n02871525,n03938244,n02791270,n04443257
n04325704,n04209239,n02106382,n04591157,n03482405
n02124075,n02123045,n02123159,n02127052,n04325704
n03720891,n03908714,n04517823,n04493381,n03876231
n07749582,n12267677,n03720891,n07747607,n07717556
n03742115,n03761084,n03584829,n04442312,n04004767
n01534433,n01944390,n04589890,n01532829,n02319095
n04335435,n04487081,n03895866,n03272562,n04065272
n03661043,n03877845,n04523525,n02699494,n03290653
n02101556,n02102318,n02098413,n03482405,n02102480
n04517823,n03785016,n04447861,n02966193,n04554684
n04554684,n04596742,n03133878,n03400231,n04542943
n02113978,n02124075,n02123597,n02085620,n01704323
n02930766,n02701002,n04037443,n03670208,n04285008
n04116512,n02783161,n03388183,n03658185,n03250847
n03958227,n03871628,n15075141,n03938244,n03485794
n02099849,n02326432,n01883070,n02105162,n01440764
n04590129,n03899768,n04049303,n02859443,n03393912
n02096437,n02099601,n02102318,n02086240,n02098105
n02447366,n01440764,n03775071,n03775546,n03776460
n07718472,n07749582,n12267677,n07714571,n07716906
n03775546,n04192698,n03127747,n07583066,n03220513
n02091467,n02110063,n02110185,n02109961,n02114367
n04209239,n04522168,n03938244,n02667093,n04350905
n01914609,n02317335,n03598930,n02319095,n02607072
n02977058,n04004767,n03425413,n04525305,n04554684
n03980874,n04325704,n02110627,n02123394,n02992529
n03291819,n04548362,n03594734,n02910353,n04591157
n02006656,n01677366,n02013706,n02012849,n02051845
n02992211,n04536866,n03775071,n03775546,n03776460
n04442312,n04517823,n03127747,n03584829,n03908714
n03854065,n03032252,n04429376,n02791270,n02699494
n01608432,n01797886,n04589890,n01817953,n02190166
n02776631,n03188531,n07579787,n04200800,n04443257
n03485794,n03908618,n03938244,n03291819,n03871628
n07718472,n07716358,n03400231,n07718747,n04263257
n03961711,n04265275,n02788148,n03794056,n03125729
n01847000,n03724870,n04423845,n01944390,n03720891
n03938244,n03998194,n03223299,n03717622,n03291819
n03478589,n04389033,n03763968,n02704792,n01440764
n01558993,n01530575,n01534433,n01592084,n03804744
n02098105,n02113712,n04153751,n02112137,n02112706
n04259630,n03124170,n01734418,n01742172,n01744401
n02795169,n03884397,n04456115,n04296562,n02817516
n01532829,n04589890,n03804744,n01797886,n04286575
n03538406,n03599486,n01440764,n03775546,n03776460
n03956157,n03220513,n01440764,n03775546,n03776460
n01871265,n02504013,n02504458,n01704323,n01440764
n02319095,n12267677,n03598930,n02910353,n13044778
n02119789,n02119022,n02114712,n02114855,n02120505
n03133878,n04263257,n02776631,n07720875,n07613480
n02107574,n02110806,n02113186,n02106030,n02085620
n03899768,n04141975,n03271574,n03938244,n03461385
n03000134,n04589890,n04604644,n02795169,n03627232
n03207743,n02808304,n03908618,n02963159,n04599235
n03899768,n02791270,n04344873,n04554684,n04517823
n02865351,n04141327,n03658185,n04332243,n02910353
n04467665,n04462240,n03196217,n04458633,n03417042
n03976467,n03657121,n04009552,n03297495,n04069434
n03124043,n04254777,n03063599,n04235860,n04200800
n04252225,n03496892,n03345487,n03598930,n02814533
n07714990,n12985857,n03461385,n02226429,n07753275
n03314780,n03041632,n04493381,n04026417,n03690938
n04040759,n03908618,n03961711,n03476684,n03938244
n02730930,n02916936,n04589890,n04590129,n02769748
n02236044,n02231487,n04209239,n04479046,n04589890
n07873807,n04447861,n04476259,n03775546,n03133878
n01855672,n02027492,n02797295,n03950228,n03467068
n02514041,n01440764,n02640242,n02641379,n03733281
n03899768,n04200800,n03461385,n03017168,n04367480
n03602883,n03179701,n03793489,n03180011,n03782006
n03000134,n03930313,n04366367,n03028079,n04589890
n02138441,n02137549,n02909870,n04423845,n02490219
n04209239,n03938244,n03595614,n02808304,n03131574
n01943899,n03938244,n04254777,n03063689,n02948072
n03724870,n03938244,n01943899,n07248320,n04522168
n03908618,n04026417,n15075141,n03761084,n03271574
n04467665,n02701002,n03796401,n04146614,n02795169
n02105412,n02091467,n02104365,n02112350,n02085620
n01742172,n01740131,n03908618,n03014705,n04033995
n02795169,n04049303,n02948072,n02747177,n04423845
n04317175,n02123045,n03938244,n04286575,n02480495
n07718472,n07590611,n04263257,n07579787,n07716358
n04090263,n02749479,n03763968,n02916936,n02841315
n02317335,n01917289,n01943899,n02319095,n09256479
n04254120,n04131690,n04522168,n02909870,n03690938
n03769881,n04065272,n03977966,n02701002,n03770679
n04423845,n06785654,n04589890,n02009229,n01945685
n04335435,n04487081,n03417042,n02666196,n02098105
n02123159,n02123045,n02124075,n02127052,n04074963
n04542943,n07930864,n04332243,n04380533,n03956157
n07760859,n07718747,n07753275,n07711569,n07718472
n02097658,n02096294,n02085620,n02094433,n02094258
n04049303,n03930313,n06785654,n03903868,n02111277
n03063599,n04479046,n15075141,n04554684,n04209239
n02102318,n02105505,n02102973,n02113799,n02111277
n03085013,n03793489,n03180011,n03777754,n04264628
n02791270,n02791124,n04081281,n03337140,n03899768
n04591713,n03388183,n03109150,n04423845,n03476991
n01729322,n01740131,n01744401,n03125729,n04033995
n01631663,n01630670,n01632777,n01694178,n03840681
n02992529,n03825788,n03840681,n04317175,n03188531
n03938244,n04458633,n04033995,n02782093,n01943899
n04589890,n12768682,n11939491,n02206856,n12620546
n03938244,n03871628,n04550184,n03908618,n04235860
n03781244,n03788195,n03877845,n03028079,n03220513
n04152593,n04404412,n04004767,n03598930,n04009552
n03854065,n02699494,n03877845,n04523525,n03961711
n02930766,n02965783,n04332243,n04039381,n04141975
n02980441,n04548280,n03781244,n03598930,n03028079
n04200800,n03970156,n03733131,n04208210,n04462240
n02190166,n03598930,n02268443,n02165105,n02233338
n02168699,n02167151,n02174001,n02233338,n01770393
n07716906,n07860988,n07875152,n07684084,n04596742
n01978287,n01981276,n01985128,n01984695,n01978455
n04589890,n04507155,n03457902,n04366367,n03347037
n02895154,n03146219,n04548280,n03938244,n03637318
n02099429,n02111277,n02099267,n02105056,n02099712
n01534433,n01580077,n02454379,n01601694,n02009229
n03950228,n03063689,n04560804,n04398044,n07930864
n03642806,n03179701,n03832673,n04443257,n02871525
n02489166,n02483362,n04399382,n02493509,n02486261
n03478589,n04461696,n01440764,n03775546,n03776460
n06359193,n06785654,n03742115,n04070727,n07248320
n02971356,n03887697,n03291819,n15075141,n03958227
n02123045,n02112706,n02085620,n04265275,n02096294
n04487081,n04335435,n03895866,n03272562,n03769881
n03733281,n04033995,n03598930,n02795169,n04418357
n03485407,n02992529,n04328186,n04041544,n07248320
n03804744,n04548280,n04548362,n03929660,n03291819
n01592084,n06785654,n15075141,n04423845,n04074963
n02088364,n02089867,n02088238,n02087046,n02091032
n04613696,n03776460,n04467665,n03796401,n04296562
n01984695,n02231487,n03627232,n03967562,n03649909
n02791270,n04517823,n03584829,n03995372,n04554684
n04311174,n06596364,n02871525,n07248320,n02883205
n04049303,n04554684,n03995372,n02791270,n02795169
n03884397,n02916936,n03085013,n04346328,n03188531
n04367480,n04462240,n04254120,n03476991,n03944341
n03793489,n03127747,n03720891,n04118538,n04116512
n02092002,n02097047,n02096051,n02090721,n02097209
n03028079,n03598930,n04429376,n03998194,n02699494
n03661043,n02871525,n03775546,n03776460,n03777568
n03814906,n02999410,n04579432,n03476684,n02865351
n04399382,n04532106,n04591157,n02095889,n03970156
n03459775,n04548280,n02814533,n03100240,n02974003
n03785016,n03791053,n03792782,n04482393,n02835271
n03970156,n03903868,n03141823,n04380533,n04553703
n03657121,n03584829,n04589890,n03424325,n04009552
n04536866,n04033901,n04074963,n04548280,n03887697
n04243546,n04525305,n02977058,n06596364,n03032252
n07930864,n03063689,n03063599,n03657121,n04442312
n03788365,n03220513,n04033995,n03938244,n02971356
n01796340,n04131690,n01807496,n01797886,n04398044
n04019541,n04485082,n03388183,n03065424,n04026417
n04465501,n03496892,n03967562,n04428191,n03384352
n07711569,n07715103,n03775546,n07930864,n07860988
n03788195,n03220513,n03956157,n03032252,n03877845
n02133161,n02396427,n01883070,n02134418,n01616318
n04548362,n04026417,n03291819,n02840245,n03871628
n02113712,n02113624,n02113799,n02085936,n02102318
n03673027,n02687172,n03216828,n03095699,n01440764
n07614500,n07860988,n04442312,n07831146,n07579787
n04254680,n03598930,n02787622,n02877765,n04532106
n02132136,n02808304,n02098105,n02093991,n02094258
n03956157,n03220513,n04044716,n03657121,n04562935
n03063689,n03017168,n07930864,n03764736,n04493381
n04493381,n07930864,n02808440,n04026417,n02769748
n02094258,n02098286,n02097658,n02096177,n02094114
n03483316,n02783161,n03995372,n04376876,n02883205
n04033995,n03938244,n01775062,n01770081,n01774750
n02006656,n04423845,n03729826,n03938244,n03804744
n02871525,n03661043,n03461385,n03089624,n06596364
n02226429,n02229544,n02256656,n02165105,n02190166
n01914609,n07718747,n02319095,n07730033,n02655020
n02094258,n02112018,n02112350,n02096294,n02097658
n02093647,n02113712,n02113799,n02113624,n04399382
n02088466,n02090379,n02108422,n02087394,n02100583
n01795545,n01797886,n01807496,n02017213,n01616318
n07716906,n07717556,n07749582,n03793489,n03127747
n03938244,n04154565,n03637318,n03759954,n03908618
n03026506,n04554684,n04325704,n02123045,n04589890
n02097209,n02097130,n02098105,n02105251,n02106382
n01632458,n01629819,n02233338,n02169497,n02177972
n07695742,n07693725,n01440764,n03775546,n03776460
n04517823,n02769748,n04317175,n04049303,n02795169
n02977058,n03761084,n04554684,n04404412,n04525305
n02916936,n02749479,n04090263,n03759954,n03763968
n04522168,n03961711,n03938244,n04560804,n03950228
n04501370,n03854065,n03742115,n03924679,n03018349
n03942813,n03642806,n04116512,n03729826,n04548362
n02127052,n02124075,n02085620,n02125311,n02087046
n03938244,n04599235,n02783161,n04367480,n03871628
n10148035,n03617480,n03141823,n03763968,n03877472
