n04548280,n02708093,n04141975,n04447861,n03902125
n02917067,n03673027,n03355925,n03773504,n03207941
n04149813,n03196217,n03841143,n03857828,n02992529
n04127249,n03223299,n03476684,n03729826,n02666196
n10148035,n03630383,n07615774,n04584207,n02883205
n03814906,n03929660,n03272010,n02865351,n03271574
n04435653,n01728572,n01753488,n01740131,n01734418
n03218198,n04228054,n09193705,n04252077,n02090721
n02814860,n03773504,n04347754,n03240683,n04008634
n12057211,n01531178,n07749582,n02281406,n07747607
n03662601,n03775071,n03775546,n03776460,n03777568
n01943899,n13037406,n13052670,n02027492,n02101388
n04487081,n04065272,n03895866,n04467665,n03776460
n01943899,n07614500,n07613480,n02776631,n03627232
n03126707,n06874185,n03532672,n03785016,n03384352
n01807496,n01797886,n01806567,n01770393,n01784675
n02011460,n02013706,n02009229,n01698640,n01755581
n02074367,n02655020,n01664065,n01496331,n02077923
n04462240,n03944341,n03983396,n09229709,n02699494
n03089624,n02871525,n04200800,n04462240,n03461385
n02219486,n12057211,n02259212,n02236044,n02165456
n03498962,n03041632,n03954731,n04355338,n04552348
n04350905,n02883205,n04591157,n10148035,n04325704
n03065424,n03271574,n03220513,n01440764,n03777568
n02138441,n02137549,n02361337,n02494079,n02441942
n04562935,n01440764,n03775071,n03775546,n03776460
n04590129,n04589890,n04040759,n03459775,n04265275
n02095889,n02105641,n02095314,n02095570,n02091635
n03958227,n03630383,n04336792,n04120489,n04557648
n02106166,n02111889,n02106030,n02120079,n02105855
n04081281,n04462240,n03661043,n04443257,n03461385
n02483708,n02134418,n02481823,n02492660,n02480855
n02009912,n02006656,n02009229,n02012849,n02051845
n02107574,n02108000,n02107908,n02088238,n02089867
n04347754,n04606251,n03447447,n02894605,n02951358
n04465501,n03538406,n02950826,n03967562,n04428191
n01871265,n02504013,n02113978,n02504458,n02107142
n04557648,n04560804,n03983396,n03825788,n03062245
n02088364,n02089867,n02113023,n02091032,n02093428
n02128385,n02128925,n02130308,n02127052,n01797886
n02860847,n04252077,n03444034,n04357314,n04356056
n04399382,n03935335,n03840681,n03476684,n02165456
n02106166,n02113186,n02096585,n02093428,n02087046
n02115641,n02113023,n02114712,n02105855,n02114855
n07753592,n07718747,n07753275,n07716358,n13052670
n07579787,n07871810,n07614500,n07836838,n07711569
n03598930,n06596364,n04033995,n04200800,n04462240
n03720891,n04356056,n03476684,n03868863,n03692522
n02066245,n02077923,n04606251,n09399592,n02051845
n02128925,n02128385,n02130308,n01440764,n03777568
n04606251,n02219486,n04153751,n04037443,n01665541
n02096177,n02098286,n02094258,n02096294,n02097298
n02086646,n02085782,n02086910,n02101388,n02102177
n04536866,n02879718,n03733131,n04487394,n04296562
n03873416,n02951358,n02797295,n04136333,n01981276
n13133613,n12144580,n02906734,n04033901,n07753592
n02342885,n02364673,n02094258,n02096294,n02113023
n02281406,n02281787,n02277742,n02280649,n02168699
n03443371,n07892512,n04380533,n03637318,n04522168
n07613480,n07932039,n03775546,n04263257,n07892512
n03773504,n04008634,n02950826,n04389033,n04552348
n04153751,n03041632,n02966687,n03759954,n04086273
n04347754,n02894605,n04606251,n03240683,n02066245
n03314780,n03692522,n03690938,n03657121,n07930864
n02165456,n02169497,n01440764,n03776460,n03777568
n02859443,n03930313,n03028079,n02793495,n04435653
n02966687,n04542943,n04392985,n03297495,n04505470
n01872401,n02346627,n02442845,n02363005,n02444819
n04204347,n04204238,n04336792,n03134739,n02879718
n07831146,n07579787,n07697537,n03775071,n03775546
n02690373,n04592741,n03773504,n04552348,n04008634
n07753275,n12768682,n12144580,n13133613,n07734744
n04443257,n02776631,n03461385,n02791270,n03089624
n02877765,n04548280,n03706229,n02794156,n04019541
n02091134,n02437312,n02108089,n02093428,n02091032
n02788148,n03804744,n03532672,n03874599,n04208210
n03240683,n03126707,n03773504,n03933933,n04606251
n01560419,n01833805,n01774384,n01843383,n01582220
n02268853,n02264363,n02236044,n02165105,n02168699
n03691459,n02978881,n04069434,n03584254,n02979186
n03595614,n03404251,n02817516,n02111277,n02106382
n02325366,n02137549,n02363005,n02346627,n01877812
n02101388,n02100735,n02101556,n02086910,n02085620
n02120079,n02114855,n02114367,n02090622,n02487347
n03954731,n03908714,n04118776,n03794056,n03666591
n07831146,n07579787,n07716906,n07693725,n07717410
n03887697,n03584254,n03063599,n03908714,n03690938
n02012849,n02006656,n02009912,n01855672,n02009229
n03804744,n01532829,n03535780,n01797886,n01833805
n02128385,n02128925,n02127052,n02130308,n02128757
n01530575,n02025239,n01560419,n01534433,n01601694
n04417672,n03930313,n04005630,n03032252,n03933933
n04409515,n07742313,n07749582,n03942813,n04039381
n04591713,n03983396,n03272010,n03916031,n02823428
n01877812,n02117135,n02115641,n02396427,n02119789
n02808440,n03920288,n04493381,n02085936,n02074367
n02510455,n02132136,n02447366,n02509815,n02403003
n02112350,n02328150,n02123394,n02487347,n02490219
n03877845,n03788195,n03933933,n04486054,n03673027
n03868863,n03787032,n04270147,n03642806,n03476991
n02100735,n02110341,n02107683,n02096294,n02097658
n03452741,n04515003,n03201208,n04344873,n03179701
n02860847,n04229816,n04336792,n02097298,n04252077
n03661043,n03895866,n03874293,n02871525,n03032252
n02102040,n02102177,n02100735,n02101388,n02088238
n06596364,n03642806,n02860847,n04200800,n03908618
n03109150,n03255030,n04336792,n03961711,n04579432
n02091244,n02091831,n02091134,n02092339,n02089973
n01944390,n01990800,n01945685,n02169497,n01986214
n02825657,n03781244,n03028079,n03903868,n03877845
n04461696,n02701002,n03345487,n03100240,n02930766
n02106166,n02106030,n02107683,n02099267,n02110063
n04141076,n03372029,n03110669,n03838899,n04487394
n07717556,n07717410,n07749582,n07716906,n07747607
n02361337,n02132136,n02363005,n02444819,n01883070
n03535780,n03888605,n03976657,n02788148,n03355925
n06359193,n04152593,n03782006,n07565083,n03180011
n02841315,n01728920,n03874599,n03995372,n02999410
n01776313,n01773549,n01775062,n01774384,n02167151
n02233338,n02168699,n02229544,n01773797,n02226429
n03884397,n02672831,n03017168,n03759954,n03141823
n04019541,n03888257,n02860847,n04228054,n04336792
n01677366,n07715103,n07697537,n12144580,n13133613
n04286575,n04332243,n02951585,n03733805,n04557648
n02325366,n02326432,n01440764,n03775546,n03776460
n03623198,n03709823,n02910353,n04229816,n02769748
n09421951,n09428293,n02690373,n04592741,n04606251
n01742172,n01744401,n01698640,n01729322,n01873310
n01955084,n01986214,n01751748,n02321529,n02319095
n02002556,n02051845,n02002724,n02012849,n03776460
n07754684,n01440764,n03775546,n03776460,n03777568
n02174001,n02172182,n02167151,n02168699,n02169497
n02793495,n02859443,n04532670,n04604644,n02788148
n02095889,n02105641,n02097474,n01440764,n03777568
n01843383,n02879718,n02493509,n02490219,n01560419
n02094433,n02097658,n02094258,n02097047,n02096294
n09229709,n01440764,n03775071,n03775546,n03776460
n04367480,n02895154,n03146219,n03207941,n04479046
n02643566,n02655020,n01950731,n09256479,n01943899
n04266014,n04008634,n03773504,n02948072,n03666591
n02877765,n02909870,n03063599,n04019541,n02747177
n03933933,n04366367,n03160309,n04311004,n02814860
n01955084,n03786901,n03706229,n04192698,n03447721
n03796401,n02791270,n03887697,n03782006,n04023962
n13040303,n13044778,n12985857,n13054560,n13037406
n02786058,n03041632,n03887697,n03485794,n07860988
n04443257,n02871525,n03089624,n02870880,n04462240
n02101006,n02108551,n02094433,n02106550,n02102318
n02124075,n02412080,n04277352,n02123159,n02443484
n03720891,n03047690,n04133789,n04235860,n03908714
n12267677,n07749582,n12057211,n07742313,n07720875
n02791124,n03337140,n04442312,n03529860,n04009552
n01534433,n02018207,n01440764,n03775546,n03776460
n04335435,n03895866,n03769881,n03272562,n04487081
n04590129,n02699494,n04589890,n03961711,n03661043
n02101556,n02102480,n02102318,n02100735,n02101388
n03127747,n03791053,n03777568,n03785016,n03444034
n03133878,n03259280,n03400231,n04596742,n07590611
n02113978,n02087046,n02085620,n02105412,n02123597
n02930766,n04252077,n04285008,n04273569,n04037443
n03388183,n02783161,n03658185,n04154565,n04116512
n03958227,n03424325,n02747177,n04209133,n03630383
n02442845,n02094258,n02093991,n02441942,n02443114
n02859443,n03028079,n03899768,n03776460,n02793495
n02096437,n02097474,n02102318,n02098413,n02113624
n02447366,n01440764,n03775071,n03775546,n03776460
n07579787,n07697537,n07871810,n07684084,n13133613
n07583066,n07718747,n07714571,n07760859,n07715103
n02109961,n02110185,n02110063,n02091467,n02123597
n04380533,n02895154,n03201208,n03443371,n04553703
n13040303,n12998815,n13054560,n13037406,n01631663
n03425413,n02977058,n02979186,n04041544,n04392985
n02123394,n02108551,n02105855,n02110627,n02134418
n03594734,n02979186,n02978881,n04069434,n03691459
n01616318,n02051845,n02006656,n01518878,n02012849
n02992211,n04536866,n03775071,n03775546,n03776460
n04442312,n04286575,n03956157,n02939185,n03249569
n03032252,n03854065,n04429376,n02871525,n02708093
n01608432,n02025239,n01532829,n01807496,n01530575
n02927161,n03461385,n01983481,n07715103,n04336792
n04476259,n03291819,n03485794,n02808304,n03938244
n07583066,n07714990,n07760859,n07714571,n07831146
n03271574,n03891251,n03599486,n03065424,n03376595
n01847000,n01440764,n03775071,n03775546,n03776460
n04548362,n03857828,n03291819,n03223299,n02840245
n03478589,n04389033,n03594945,n04461696,n04465501
n01530575,n01558993,n01534433,n01531178,n01440764
n02093754,n02111129,n02098105,n02112706,n02113712
n01755581,n02018795,n01729322,n01873310,n01756291
n03743016,n03467068,n04465501,n03384352,n03697007
n02002556,n03743016,n01518878,n02051845,n02415577
n03538406,n03599486,n03777568,n02835271,n03868242
n03956157,n01440764,n03775071,n03775546,n03776460
n01871265,n02504013,n02504458,n02099712,n02408429
n13044778,n13052670,n12267677,n13054560,n01981276
n02119022,n02119789,n02120505,n02114855,n02114712
n07583066,n07880968,n07875152,n07714990,n07590611
n02088238,n02088364,n02107574,n02108551,n02088632
n04204347,n02791124,n04482393,n03417042,n02791270
n03000134,n04604644,n03530642,n03457902,n04067472
n03207743,n02808304,n04325704,n04599235,n04525038
n02791270,n03018349,n03661043,n03179701,n04200800
n02865351,n04153751,n04380533,n04286575,n03903868
n04461696,n03345487,n04467665,n03417042,n03384352
n03976467,n04069434,n03297495,n04392985,n04009552
n03124043,n03047690,n03595614,n03724870,n04133789
n04252225,n02704792,n04461696,n02859443,n03776460
n02226429,n01945685,n02268853,n02236044,n02280649
n03498962,n03314780,n03041632,n03481172,n04542943
n04040759,n03729826,n03876231,n04116512,n03255030
n02730930,n02916936,n02667093,n03709823,n02892767
n02236044,n02231487,n02226429,n09229709,n12620546
n07873807,n07875152,n07697537,n07717410,n07831146
n01855672,n01855032,n01847000,n02058221,n02027492
n02514041,n01440764,n02641379,n02640242,n02536864
n03444034,n02860847,n02749479,n03976657,n04037443
n04152593,n03180011,n03179701,n03782006,n03529860
n04366367,n03933933,n04311004,n03216828,n04604644
n02138441,n02137549,n02497673,n03776460,n03777568
n04350905,n03788365,n04550184,n03763968,n04209239
n01943899,n01986214,n01498041,n01664065,n03908714
n02233338,n02256656,n01968897,n01770393,n07836838
n03691459,n04265275,n04009552,n02979186,n04041544
n04467665,n03796401,n02701002,n03930630,n03770679
n02105412,n02091467,n02104365,n02113186,n02106166
n01753488,n01742172,n01740131,n01986214,n01756291
n02795169,n03764736,n02909870,n04049303,n02747177
n02481823,n02480495,n03476684,n02841315,n03803284
n07583066,n07715103,n07714990,n04596742,n07590611
n02749479,n02879718,n02804610,n03372029,n04509417
n01978455,n01955084,n01980166,n01775062,n01774750
n04423845,n04131690,n04447861,n04357314,n03775546
n03769881,n03977966,n03770679,n02814533,n02701002
n02009229,n01601694,n02009912,n02011460,n02012849
n04487081,n04146614,n03977966,n03776460,n03417042
n02124075,n02123159,n02123045,n02127052,n03838899
n04542943,n04332243,n03400231,n03249569,n03706229
n07760859,n07583066,n07714571,n07711569,n07715103
n02094433,n02097658,n02094258,n02096294,n02094114
n02104365,n02097298,n02105056,n02106382,n02395406
n03937543,n02786058,n04522168,n02823750,n02948072
n02108551,n02111277,n02105251,n02097474,n02105855
n03793489,n03085013,n04238763,n03633091,n04265275
n02791124,n02791270,n03661043,n03179701,n04081281
n04591713,n04154565,n04116512,n02823428,n03937543
n01742172,n01729322,n01740131,n01675722,n01689811
n01631663,n01630670,n01440764,n03775546,n03776460
n10148035,n03188531,n02892767,n03877472,n03868863
n01704323,n04458633,n04259630,n04399382,n03404251
n07730033,n02277742,n11939491,n02276258,n02206856
n07697537,n13040303,n04141327,n03495258,n04456115
n03781244,n02980441,n03877845,n03028079,n03788195
n06596364,n07248320,n04404412,n02481823,n02791270
n03854065,n03877845,n04081281,n03661043,n03452741
n03891332,n02965783,n04355933,n04146614,n04356056
n02980441,n03781244,n03028079,n02825657,n03877845
n03733131,n02797295,n04371774,n03649909,n03000684
n02655020,n01986214,n01667778,n01664065,n01980166
n02174001,n02167151,n02172182,n02165105,n01776313
n07875152,n07684084,n07693725,n07860988,n07717410
n01981276,n01983481,n01978287,n01985128,n02927161
n04366367,n03457902,n04371774,n04532670,n02859443
n03063689,n03146219,n02895154,n04330267,n03297495
n02099429,n02099267,n02099712,n02099849,n02101006
n02018207,n01582220,n01601694,n02037110,n01855672
n03950228,n04398044,n04560804,n04579145,n04522168
n03642806,n03832673,n03180011,n03782006,n04152593
n02493509,n02489166,n02490219,n02509815,n02486261
n03478589,n04389033,n02704792,n03384352,n04461696
n06359193,n02840245,n03180011,n02977058,n04070727
n03127925,n03223299,n07248320,n02747177,n02791270
n02093754,n02096051,n02093991,n02105162,n02091467
n03769881,n04487081,n03895866,n04335435,n03272562
n03929855,n02916936,n02892201,n03763968,n03868863
n02992529,n03485407,n04074963,n03197337,n03584254
n03929660,n04409515,n01930112,n09229709,n04286575
n01592084,n01582220,n01440764,n03775546,n03776460
n02088364,n02089867,n02088238,n02089973,n02091032
n04613696,n03895866,n03769881,n03126707,n04465501
n03967562,n02797295,n02231487,n01984695,n03649909
n02791270,n03814639,n04336792,n03642806,n03630383
n02669723,n04311174,n03787032,n02916936,n02883205
n03255030,n02841315,n02790996,n04485082,n03271574
n03016953,n03903868,n04344873,n04429376,n04428191
n03617480,n03026506,n02909870,n03840681,n04200800
n03793489,n03127747,n03590841,n03944341,n07747607
n02097047,n02097209,n02106382,n02092002,n02096294
n02699494,n03598930,n04429376,n06596364,n03998194
n03661043,n02871525,n04501370,n02870880,n04443257
n03814906,n01440764,n03775071,n03775546,n03776460
n02669723,n03787032,n10148035,n02883205,n04591157
n03459775,n02814533,n03100240,n03775546,n03776460
n03785016,n03791053,n03792782,n04482393,n03208938
n03255030,n04456115,n03903868,n03970156,n03710721
n03942813,n06874185,n03602883,n03124170,n02782093
n03467068,n04371774,n02804610,n03495258,n02666196
n04243546,n04525305,n01440764,n03775071,n03775546
n04560804,n04557648,n03764736,n03063689,n04332243
n03788365,n03125729,n03457902,n02804414,n03891332
n01796340,n01795545,n02025239,n01440764,n03775546
n04019541,n04033901,n04485082,n04517823,n04067472
n04465501,n03496892,n04428191,n03384352,n03967562
n07711569,n07715103,n07875152,n07860988,n07831146
n03788195,n03220513,n04346328,n03781244,n03877845
n02133161,n02396427,n02120505,n02114367,n02395406
n04548362,n04026417,n02840245,n03908618,n03709823
n02094258,n02113624,n02113712,n02096437,n02094114
n03673027,n03216828,n02687172,n03240683,n01440764
n07579787,n07871810,n12144580,n07880968,n07697537
n01883070,n02395406,n04371774,n02443114,n03000684
n02132136,n02134084,n02125311,n02099601,n02111129
n03956157,n03220513,n04562935,n02692877,n04044716
n01806567,n02018795,n01580077,n01560419,n01582220
n04493381,n02808440,n03742115,n04209239,n04553703
n02094433,n02094258,n02096177,n02097658,n02096294
n03995372,n03908714,n03483316,n04074963,n03188531
n01770081,n01775062,n01774750,n01773549,n02231487
n02006656,n02007558,n01833805,n01843383,n01560419
n02871525,n03461385,n03661043,n03089624,n04443257
n01537544,n01580077,n01773797,n01773157,n02231487
n07730033,n07718747,n07734744,n11939491,n01440764
n02094114,n02098413,n02097474,n02098105,n02094433
n02093647,n02095570,n02095314,n02113799,n02113712
n02088466,n02090379,n02108422,n02108089,n02087394
n01795545,n02017213,n01440764,n03775546,n03776460
n07717410,n07716906,n07717556,n07860988,n07871810
n01498041,n01873310,n01776313,n03017168,n01632777
n03124043,n01608432,n04584207,n04033901,n01968897
n02097209,n02097474,n02097130,n02097047,n02093991
n01629819,n01632458,n01950731,n01630670,n01440764
n07695742,n02776631,n07693725,n04111531,n04204238
n02389026,n02090379,n02087394,n02403003,n02093428
n02977058,n04404412,n03782006,n04004767,n04152593
n02749479,n04090263,n03372029,n02879718,n01440764
n04522168,n03916031,n03935335,n04254120,n04591713
n03032252,n04081281,n02791270,n03661043,n04005630
n03291819,n02840245,n02971356,n03485794,n03876231
n02127052,n02423022,n02326432,n02114712,n02125311
n04367480,n03584829,n01739381,n03874599,n02906734
n04355933,n10148035,n07615774,n03476991,n02672831
