n04548280,n02708093,n04141975,n04447861,n03902125
n02917067,n03673027,n03355925,n03773504,n03207941
n04149813,n03196217,n03841143,n03857828,n04074963
n03223299,n04127249,n03476684,n02666196,n03729826
n10148035,n03630383,n07615774,n04584207,n02883205
n03814906,n03929660,n02865351,n03272010,n03271574
n04435653,n01728572,n01753488,n01740131,n01734418
n04228054,n03218198,n09193705,n04252077,n02092002
n02814860,n03773504,n04347754,n03240683,n02894605
n01531178,n12057211,n07749582,n02281406,n11939491
n03662601,n03775071,n03775546,n03776460,n03777568
n01943899,n13037406,n02101388,n02113023,n02027492
n04487081,n04065272,n03895866,n04467665,n03776460
n07614500,n01943899,n07613480,n03627232,n02776631
n03126707,n06874185,n03785016,n03532672,n03791053
n01807496,n01797886,n01806567,n01770393,n01784675
n02011460,n02013706,n02009229,n01698640,n02017213
n02074367,n01664065,n02655020,n01496331,n02077923
n04462240,n03944341,n03983396,n09229709,n02823428
n03089624,n04200800,n02871525,n03461385,n04462240
n02219486,n12057211,n02259212,n02165456,n02236044
n03498962,n03041632,n03954731,n04355338,n04552348
n04350905,n02883205,n04591157,n10148035,n03617480
n03065424,n03271574,n03220513,n03956157,n04523525
n02138441,n02137549,n02361337,n02494079,n02441942
n04562935,n01440764,n03775071,n03775546,n03776460
n04590129,n04589890,n04040759,n03459775,n02672831
n02095889,n02105641,n02095314,n02097474,n02095570
n03958227,n03630383,n04456115,n03594734,n04120489
n02106166,n02111889,n02106030,n02105855,n02120079
n04081281,n04462240,n03661043,n03461385,n04443257
n02483708,n02134418,n02492660,n02481823,n02480855
n02009912,n02006656,n02051845,n02012849,n02009229
n02107574,n02108000,n02107908,n02088238,n02109525
n04347754,n04606251,n03447447,n02951358,n02894605
n04465501,n02950826,n03538406,n03967562,n04428191
n01871265,n02504013,n02504458,n02113978,n02107142
n04557648,n03983396,n04560804,n03825788,n03062245
n02088364,n02089867,n02113023,n02093428,n02113186
n02128385,n02128925,n02130308,n02127052,n03530642
n02860847,n04252077,n03444034,n04356056,n04357314
n04399382,n03935335,n03476684,n03840681,n02165456
n02106166,n02096585,n02113186,n02093428,n02093256
n02115641,n02114712,n02113023,n02114855,n02115913
n07753592,n07718747,n07753275,n07716358,n13052670
n07579787,n07871810,n07614500,n07836838,n07711569
n03598930,n06596364,n04033995,n04200800,n04462240
n04356056,n03720891,n03868863,n03476684,n03692522
n02066245,n02077923,n04606251,n09399592,n02051845
n02128925,n02128385,n02130308,n01440764,n03777568
n04606251,n02219486,n04153751,n04037443,n03594945
n02096177,n02098286,n02094258,n02097298,n02096294
n02086646,n02085782,n02086910,n02101388,n02102177
n04536866,n02879718,n03733131,n04487394,n04296562
n03873416,n02951358,n02797295,n01981276,n04136333
n13133613,n12144580,n02906734,n07753592,n04033901
n02342885,n02364673,n02094258,n02096294,n02113023
n02281406,n02281787,n02277742,n02280649,n07734744
n03443371,n04380533,n07892512,n03637318,n04522168
n07613480,n07932039,n03775546,n04263257,n07892512
n04008634,n03773504,n02950826,n04552348,n04389033
n04153751,n03041632,n02966687,n03759954,n04086273
n04347754,n02894605,n04606251,n03240683,n02981792
n03314780,n03692522,n03690938,n03657121,n04476259
n02165456,n02169497,n01440764,n03776460,n03777568
n02859443,n03930313,n03028079,n02793495,n04435653
n04542943,n02966687,n04392985,n03297495,n04264628
n01872401,n02346627,n02442845,n02363005,n02444819
n04204347,n04336792,n04204238,n03134739,n04127249
n07831146,n07579787,n07697537,n07716906,n03775546
n02690373,n04592741,n03773504,n04552348,n04008634
n12144580,n07753275,n13133613,n12768682,n07734744
n04443257,n02776631,n03461385,n02791270,n03089624
n02877765,n04548280,n02794156,n03706229,n02708093
n02091134,n02437312,n02108089,n02093428,n02091032
n02788148,n03804744,n03532672,n03874599,n04208210
n03240683,n03126707,n03773504,n03452741,n03933933
n01560419,n01833805,n01843383,n01774384,n01582220
n02268853,n02264363,n02236044,n02165105,n02168699
n03691459,n02978881,n04069434,n03584254,n04041544
n03595614,n03404251,n02111277,n02817516,n02916936
n02325366,n02137549,n02363005,n02346627,n01877812
n02101388,n02101556,n02100735,n02086910,n02085620
n02120079,n02114367,n02114855,n02090622,n02114548
n03954731,n03908714,n04118776,n03666591,n03794056
n07831146,n07579787,n07716906,n07693725,n07717410
n03584254,n03887697,n03063599,n03690938,n03908714
n02012849,n02006656,n02009912,n01855672,n02002556
n03804744,n01532829,n03535780,n01833805,n02236044
n02128385,n02128925,n02130308,n02127052,n02128757
n01530575,n02025239,n01560419,n01807496,n01855672
n04417672,n03930313,n04005630,n03032252,n03781244
n04409515,n07742313,n03942813,n07749582,n04039381
n03983396,n04591713,n03916031,n03272010,n02823428
n01877812,n02117135,n02396427,n02119789,n02115641
n02808440,n03920288,n04493381,n02085936,n03825788
n02510455,n02132136,n02447366,n02509815,n02445715
n02112350,n02328150,n02123394,n02487347,n02364673
n03877845,n03788195,n04486054,n04252225,n03933933
n03787032,n04270147,n03868863,n04542943,n03476991
n02100735,n02110341,n02096294,n02107683,n02097658
n03452741,n04515003,n04344873,n03201208,n04009552
n02860847,n04229816,n04336792,n04252077,n04228054
n03661043,n03895866,n03874293,n02871525,n03032252
n02102040,n02102177,n02100735,n02101388,n02102318
n06596364,n03642806,n04200800,n03908618,n03179701
n03109150,n03255030,n04286575,n03759954,n04579432
n02091244,n02091831,n02089973,n02092339,n02091134
n01944390,n01990800,n01945685,n02169497,n01986214
n02825657,n03781244,n03028079,n03903868,n03877845
n04461696,n02701002,n02930766,n03345487,n03100240
n02106166,n02106030,n02107683,n02099267,n02110063
n04141076,n03372029,n03110669,n03838899,n04487394
n07717556,n07717410,n07749582,n07716906,n07747607
n02361337,n02132136,n02363005,n01883070,n02443114
n03535780,n03888605,n03976657,n02788148,n03355925
n06359193,n04152593,n03782006,n07565083,n03180011
n02841315,n01728920,n03874599,n03995372,n04398044
n01776313,n01773549,n01775062,n01774384,n01773797
n02168699,n02233338,n02229544,n02226429,n02280649
n03884397,n02672831,n03759954,n03141823,n03272010
n04019541,n03888257,n02860847,n04336792,n04228054
n01677366,n07715103,n07697537,n12144580,n13133613
n04332243,n04286575,n02951585,n03733805,n03633091
n02325366,n02326432,n01440764,n03775546,n03776460
n03623198,n03709823,n02910353,n04229816,n02769748
n09421951,n09428293,n04592741,n02690373,n04606251
n01742172,n01744401,n01689811,n01873310,n01698640
n01955084,n01986214,n01751748,n02321529,n02319095
n02002556,n02051845,n02012849,n02002724,n03776460
n07754684,n01440764,n03775546,n03776460,n03777568
n02174001,n02172182,n02168699,n02167151,n02169497
n02793495,n04532670,n02859443,n02788148,n04604644
n02095889,n02105641,n02097474,n01440764,n03777568
n01843383,n02879718,n01560419,n02490219,n02493509
n02094433,n02097658,n02094258,n02097047,n02095570
n09229709,n01440764,n03775071,n03775546,n03776460
n04367480,n02895154,n04532106,n03207941,n03146219
n02643566,n02655020,n01950731,n01943899,n09256479
n04266014,n04008634,n03773504,n02948072,n03666591
n02877765,n02909870,n03063599,n04019541,n02747177
n03933933,n04366367,n04604644,n04311004,n02814860
n01955084,n03786901,n04192698,n03447721,n03706229
n03796401,n02791270,n03887697,n03782006,n04023962
n13040303,n13044778,n13054560,n12985857,n13037406
n02786058,n03041632,n03887697,n07860988,n15075141
n04443257,n02871525,n03089624,n04243546,n02870880
n02101006,n02108551,n02094433,n02106550,n02113624
n02124075,n02412080,n02443484,n02415577,n04277352
n03047690,n03720891,n04133789,n04235860,n03623198
n12267677,n07749582,n12057211,n07720875,n07742313
n02791124,n04442312,n03337140,n03529860,n04009552
n01534433,n02018207,n01440764,n03775546,n03776460
n04335435,n03895866,n03769881,n03272562,n02917067
n04590129,n02699494,n04589890,n03961711,n04523525
n02101556,n02102318,n02102480,n02100735,n02101388
n03127747,n03791053,n03777568,n03785016,n03444034
n03133878,n03259280,n03400231,n04596742,n07590611
n02113978,n02087046,n02085620,n02105412,n02123597
n02930766,n04252077,n04285008,n04273569,n04037443
n03388183,n02783161,n03658185,n04154565,n04116512
n03958227,n03424325,n02747177,n04557648,n01943899
n02442845,n02093991,n02094258,n02441942,n02113712
n02859443,n03028079,n03899768,n02825657,n02793495
n02096437,n02097474,n02102318,n02098413,n02113624
n02447366,n01440764,n03775071,n03775546,n03776460
n07579787,n07697537,n07871810,n02776631,n13133613
n07583066,n07718747,n07714571,n07760859,n07715103
n02109961,n02110185,n02110063,n02091467,n02123597
n04380533,n03201208,n02895154,n03443371,n04550184
n13040303,n12998815,n13054560,n13037406,n07734744
n03425413,n02977058,n02979186,n04392985,n04041544
n02123394,n02108551,n02105855,n02110627,n02134418
n03594734,n02979186,n04069434,n02988304,n02978881
n01616318,n02051845,n02006656,n01518878,n02012849
n02992211,n04536866,n03775071,n03775546,n03776460
n04442312,n04286575,n03793489,n03956157,n03249569
n03032252,n03854065,n04429376,n02871525,n02708093
n01608432,n01532829,n01530575,n02025239,n01807496
n02927161,n03461385,n04336792,n01983481,n02948072
n04476259,n03291819,n03485794,n03938244,n02808304
n07583066,n07714990,n07760859,n02655020,n07714571
n03271574,n03891251,n03599486,n03065424,n03347037
n01847000,n01440764,n03775071,n03775546,n03776460
n04548362,n03857828,n03291819,n03223299,n04026417
n03478589,n04389033,n03594945,n04461696,n04465501
n01530575,n01534433,n01558993,n01531178,n01580077
n02093754,n02098105,n02111129,n02113712,n02113624
n01755581,n01729322,n02018795,n01756291,n01740131
n03743016,n03467068,n04465501,n03384352,n03697007
n03743016,n01518878,n02002556,n04604644,n04435653
n03538406,n03599486,n03777568,n02835271,n03868242
n03956157,n01440764,n03775071,n03775546,n03776460
n01871265,n02504013,n02504458,n02099712,n02408429
n13044778,n13052670,n12267677,n01981276,n13054560
n02119789,n02119022,n02120505,n02114855,n02115913
n07583066,n07880968,n07875152,n07714990,n07590611
n02088238,n02088364,n02107574,n02108551,n02088632
n04204347,n02791124,n03697007,n02791270,n03417042
n03000134,n04604644,n03530642,n03457902,n04067472
n03207743,n02808304,n04325704,n04599235,n04525038
n03661043,n02791270,n03018349,n04200800,n03179701
n02865351,n04153751,n04286575,n04380533,n03443371
n04461696,n03345487,n04467665,n03417042,n03384352
n03976467,n04069434,n03297495,n04392985,n04009552
n03124043,n03047690,n04133789,n03595614,n03724870
n04252225,n02704792,n04461696,n02859443,n03776460
n02226429,n01945685,n01944390,n02231487,n02236044
n03314780,n03498962,n03041632,n04542943,n03481172
n04040759,n03729826,n03876231,n04116512,n03255030
n02730930,n02916936,n02892767,n04418357,n04370456
n02236044,n02231487,n02226429,n09229709,n12620546
n07873807,n07697537,n07717410,n07875152,n07831146
n01855672,n01855032,n02058221,n01847000,n02027492
n02514041,n01440764,n02641379,n02640242,n02536864
n03444034,n03976657,n02860847,n04037443,n03476684
n03180011,n04152593,n03529860,n03782006,n03179701
n04366367,n03933933,n04311004,n03216828,n04604644
n02138441,n02137549,n02497673,n03776460,n03777568
n04550184,n04350905,n03788365,n04070727,n04479046
n01943899,n01986214,n01664065,n01498041,n01665541
n02233338,n07836838,n01968897,n01770393,n02256656
n03691459,n04265275,n04041544,n04009552,n02979186
n04467665,n03796401,n02701002,n03770679,n03769881
n02105412,n02104365,n02091467,n02113186,n02106166
n01753488,n01742172,n01740131,n01744401,n01756291
n02795169,n03764736,n04049303,n02909870,n02747177
n02481823,n02480495,n03476684,n02841315,n02492660
n07583066,n07715103,n07714990,n07590611,n07711569
n02749479,n02804610,n02879718,n03372029,n04509417
n01978455,n01774750,n01955084,n01980166,n01775062
n04131690,n04423845,n04357314,n04447861,n03775546
n03769881,n03977966,n03770679,n02814533,n04065272
n02009229,n01601694,n02009912,n02011460,n02012849
n04487081,n04146614,n03977966,n03776460,n03345487
n02124075,n02123159,n02123045,n02127052,n02097298
n04542943,n04332243,n03400231,n03706229,n04596742
n07760859,n07583066,n07714571,n07715103,n07711569
n02094433,n02097658,n02094258,n02096294,n03843555
n02104365,n02105056,n02097298,n02106382,n02395406
n03937543,n04591713,n02823750,n02786058,n04131690
n02108551,n02111277,n02105251,n02106030,n02105855
n03793489,n03085013,n04238763,n04265275,n03633091
n02791270,n02791124,n03661043,n03179701,n04081281
n04591713,n04154565,n04116512,n02823428,n03937543
n01729322,n01742172,n01740131,n01675722,n01734418
n01631663,n01630670,n01440764,n03775546,n03776460
n10148035,n02892767,n03877472,n03188531,n03868863
n01704323,n04259630,n04458633,n04399382,n02096585
n07730033,n02277742,n11939491,n02206856,n02276258
n07697537,n13040303,n03495258,n04141327,n03481172
n03781244,n03877845,n02980441,n03028079,n02825657
n04404412,n06596364,n07248320,n02481823,n02966687
n03854065,n03877845,n04081281,n03661043,n03028079
n03891332,n02965783,n04146614,n04356056,n04355933
n02980441,n03781244,n03028079,n03877845,n02825657
n03733131,n02797295,n03649909,n04371774,n03124043
n02655020,n01986214,n01980166,n01667778,n01664065
n02174001,n02167151,n02172182,n01776313,n02165105
n07875152,n07684084,n07693725,n07860988,n13054560
n01981276,n01983481,n02927161,n01978287,n01985128
n04366367,n03457902,n04371774,n02859443,n04532670
n03063689,n03146219,n02895154,n04330267,n04179913
n02099429,n02099267,n02099712,n02111277,n02092002
n02018207,n01582220,n01855672,n01601694,n02037110
n03950228,n04398044,n04560804,n04579145,n03063689
n03642806,n03832673,n03782006,n03180011,n04152593
n02493509,n02489166,n02490219,n02509815,n02486261
n03478589,n04389033,n02704792,n04461696,n03384352
n06359193,n03180011,n02840245,n02977058,n03777754
n03127925,n03223299,n02747177,n02791270,n07248320
n02093754,n02093991,n02096051,n02105162,n02091467
n03769881,n04487081,n03895866,n04335435,n03272562
n03929855,n02892201,n02916936,n03763968,n03868863
n02992529,n03485407,n04074963,n03584254,n03197337
n04286575,n04409515,n03929660,n09229709,n01930112
n01592084,n01440764,n03775071,n03775546,n03776460
n02088364,n02089867,n02088238,n02089973,n02091032
n04613696,n03895866,n03769881,n03126707,n04465501
n03967562,n02797295,n02231487,n01984695,n03649909
n02791270,n03814639,n04336792,n03642806,n03630383
n02669723,n04311174,n02916936,n03787032,n02883205
n03255030,n02841315,n02790996,n04485082,n04125021
n03016953,n04344873,n04429376,n03903868,n04265275
n03617480,n04532106,n02909870,n04136333,n03840681
n03793489,n03127747,n03944341,n03590841,n07584110
n02097047,n02097209,n02106382,n02092002,n02095570
n02699494,n03598930,n04429376,n06596364,n03998194
n03661043,n02871525,n04501370,n02870880,n04443257
n03814906,n02999410,n01440764,n03775071,n03775546
n02669723,n03787032,n10148035,n02883205,n04591157
n03459775,n03100240,n02814533,n03775546,n03776460
n03785016,n03791053,n03792782,n04482393,n03208938
n03255030,n04456115,n03710721,n03970156,n03903868
n03942813,n06874185,n03602883,n03124170,n02782093
n03467068,n04371774,n02804610,n02666196,n03495258
n04243546,n04525305,n03461385,n01440764,n03775546
n04560804,n04557648,n03063689,n03764736,n04332243
n03788365,n03125729,n03891332,n03457902,n02804414
n01796340,n01795545,n02025239,n01797886,n01807496
n04019541,n04033901,n04485082,n04372370,n04517823
n04465501,n03496892,n03384352,n04428191,n03967562
n07711569,n07715103,n07860988,n07875152,n07831146
n03788195,n03220513,n04346328,n03781244,n03877845
n02133161,n02396427,n02120505,n02114367,n02395406
n04548362,n04026417,n02840245,n03908618,n03709823
n02113624,n02094258,n02113712,n02096437,n02094114
n03673027,n03216828,n02687172,n03240683,n01440764
n07579787,n12144580,n07871810,n07880968,n07716906
n01883070,n02395406,n04371774,n02443114,n02133161
n02132136,n02134084,n02125311,n02099601,n02111129
n03956157,n03220513,n04562935,n04044716,n04417672
n02018795,n01806567,n01580077,n01560419,n01582220
n04493381,n02808440,n03742115,n04209239,n03207941
n02094433,n02094258,n02096177,n02097658,n02096294
n03995372,n03908714,n03483316,n04074963,n03891332
n01770081,n01775062,n01774750,n01773549,n02231487
n02006656,n01560419,n01833805,n01818515,n01843383
n02871525,n03461385,n03661043,n03089624,n04443257
n01537544,n01580077,n02231487,n01773797,n01773157
n07730033,n07718747,n07734744,n11939491,n01440764
n02094114,n02097474,n02098413,n02098105,n02094433
n02093647,n02095570,n02113799,n02113712,n02095314
n02088466,n02090379,n02108422,n02108089,n02087394
n01795545,n02017213,n01440764,n03775546,n03776460
n07717410,n07716906,n07717556,n07860988,n07584110
n01498041,n01873310,n01776313,n03017168,n03840681
n03124043,n01608432,n04584207,n04033901,n01968897
n02097209,n02097130,n02097474,n02097047,n02093991
n01629819,n01632458,n01950731,n01630670,n01440764
n07695742,n02776631,n07693725,n04111531,n04204238
n02389026,n02090379,n02087394,n02403003,n02091032
n02977058,n04404412,n03782006,n04004767,n04152593
n02749479,n04090263,n03372029,n02879718,n01440764
n04522168,n03916031,n03935335,n04591713,n04254120
n03032252,n04081281,n04591713,n03661043,n04005630
n03291819,n02840245,n02971356,n03876231,n03642806
n02127052,n02423022,n02125311,n02114712,n02326432
n04367480,n03584829,n01739381,n03874599,n02906734
n10148035,n04355933,n07615774,n03476991,n02672831
